MARKET_NAME,Market_Address_Line1,Market_Address_Line2, Market_town , Market_City, Market_District, Market_Pincode
Sri Har Gobindpur(Harechowal),Address_line1256,Address_line_1257,Sri Har Gobindpur(Harechowal),Sri Har Gobindpur(Harechowal),Sri Har Gobindpur(Harechowal),601256
Pendraroad,Address_line1257,Address_line_1258,Pendraroad,Pendraroad,Pendraroad,601257
Deesa(Deesa Veg Yard),Address_line1258,Address_line_1259,Deesa(Deesa Veg Yard),Deesa(Deesa Veg Yard),Deesa(Deesa Veg Yard),601258
Ferozepur Cantt.,Address_line1259,Address_line_1260,Ferozepur Cantt.,Ferozepur Cantt.,Ferozepur Cantt.,601259
Anyara(EEC),Address_line1260,Address_line_1261,Anyara(EEC),Anyara(EEC),Anyara(EEC),601260
Gajol,Address_line1261,Address_line_1262,Gajol,Gajol,Gajol,601261
Alampur,Address_line1262,Address_line_1263,Alampur,Alampur,Alampur,601262
Maanachar,Address_line1263,Address_line_1264,Maanachar,Maanachar,Maanachar,601263
Orathanadu,Address_line1264,Address_line_1265,Orathanadu,Orathanadu,Orathanadu,601264
Nimapara,Address_line1265,Address_line_1266,Nimapara,Nimapara,Nimapara,601265
Damoh,Address_line1266,Address_line_1267,Damoh,Damoh,Damoh,601266
Sojat Road,Address_line1267,Address_line_1268,Sojat Road,Sojat Road,Sojat Road,601267
Keshkal,Address_line1268,Address_line_1269,Keshkal,Keshkal,Keshkal,601268
Himatnagar,Address_line1269,Address_line_1270,Himatnagar,Himatnagar,Himatnagar,601269
Moth,Address_line1270,Address_line_1271,Moth,Moth,Moth,601270
Chikhali,Address_line1271,Address_line_1272,Chikhali,Chikhali,Chikhali,601271
Tumsar,Address_line1272,Address_line_1273,Tumsar,Tumsar,Tumsar,601272
Nagaur,Address_line1273,Address_line_1274,Nagaur,Nagaur,Nagaur,601273
Wansi,Address_line1274,Address_line_1275,Wansi,Wansi,Wansi,601274
Haatpipliya,Address_line1275,Address_line_1276,Haatpipliya,Haatpipliya,Haatpipliya,601275
Ghoti,Address_line1276,Address_line_1277,Ghoti,Ghoti,Ghoti,601276
Kalipur,Address_line1277,Address_line_1278,Kalipur,Kalipur,Kalipur,601277
Sankeshwar,Address_line1278,Address_line_1279,Sankeshwar,Sankeshwar,Sankeshwar,601278
Badayoun,Address_line1279,Address_line_1280,Badayoun,Badayoun,Badayoun,601279
Jalgaon,Address_line1280,Address_line_1281,Jalgaon,Jalgaon,Jalgaon,601280
Ganjbasoda,Address_line1281,Address_line_1282,Ganjbasoda,Ganjbasoda,Ganjbasoda,601281
Batote,Address_line1282,Address_line_1283,Batote,Batote,Batote,601282
Radaur,Address_line1283,Address_line_1284,Radaur,Radaur,Radaur,601283
Jalna(Badnapur),Address_line1284,Address_line_1285,Jalna(Badnapur),Jalna(Badnapur),Jalna(Badnapur),601284
Ghansour,Address_line1285,Address_line_1286,Ghansour,Ghansour,Ghansour,601285
Basti,Address_line1286,Address_line_1287,Basti,Basti,Basti,601286
Telhara,Address_line1287,Address_line_1288,Telhara,Telhara,Telhara,601287
Vaijpur,Address_line1288,Address_line_1289,Vaijpur,Vaijpur,Vaijpur,601288
Pongalur,Address_line1289,Address_line_1290,Pongalur,Pongalur,Pongalur,601289
Kapadanj(Moti Jaher),Address_line1290,Address_line_1291,Kapadanj(Moti Jaher),Kapadanj(Moti Jaher),Kapadanj(Moti Jaher),601290
Kayamganj,Address_line1291,Address_line_1292,Kayamganj,Kayamganj,Kayamganj,601291
Badnawar,Address_line1292,Address_line_1293,Badnawar,Badnawar,Badnawar,601292
Pachora,Address_line1293,Address_line_1294,Pachora,Pachora,Pachora,601293
Morshi,Address_line1294,Address_line_1295,Morshi,Morshi,Morshi,601294
Palamaner,Address_line1295,Address_line_1296,Palamaner,Palamaner,Palamaner,601295
Lashkar,Address_line1296,Address_line_1297,Lashkar,Lashkar,Lashkar,601296
Shahagarh,Address_line1297,Address_line_1298,Shahagarh,Shahagarh,Shahagarh,601297
Maholi,Address_line1298,Address_line_1299,Maholi,Maholi,Maholi,601298
Gangakhed,Address_line1299,Address_line_1300,Gangakhed,Gangakhed,Gangakhed,601299
Tanda(Rampur),Address_line1300,Address_line_1301,Tanda(Rampur),Tanda(Rampur),Tanda(Rampur),601300
Chandrapur,Address_line1301,Address_line_1302,Chandrapur,Chandrapur,Chandrapur,601301
Kantabaji,Address_line1302,Address_line_1303,Kantabaji,Kantabaji,Kantabaji,601302
Botad(Haddad),Address_line1303,Address_line_1304,Botad(Haddad),Botad(Haddad),Botad(Haddad),601303
Karsiyang(Matigara),Address_line1304,Address_line_1305,Karsiyang(Matigara),Karsiyang(Matigara),Karsiyang(Matigara),601304
Dahod(Veg. Market),Address_line1305,Address_line_1306,Dahod(Veg. Market),Dahod(Veg. Market),Dahod(Veg. Market),601305
Suratgarh,Address_line1306,Address_line_1307,Suratgarh,Suratgarh,Suratgarh,601306
Doharighat,Address_line1307,Address_line_1308,Doharighat,Doharighat,Doharighat,601307
Chitradurga,Address_line1308,Address_line_1309,Chitradurga,Chitradurga,Chitradurga,601308
Kotkapura,Address_line1309,Address_line_1310,Kotkapura,Kotkapura,Kotkapura,601309
Bharatpur,Address_line1310,Address_line_1311,Bharatpur,Bharatpur,Bharatpur,601310
Belthangdi,Address_line1311,Address_line_1312,Belthangdi,Belthangdi,Belthangdi,601311
Maur,Address_line1312,Address_line_1313,Maur,Maur,Maur,601312
Amarwda,Address_line1313,Address_line_1314,Amarwda,Amarwda,Amarwda,601313
Panichowki,Address_line1314,Address_line_1315,Panichowki,Panichowki,Panichowki,601314
Modasa(Tintoi),Address_line1315,Address_line_1316,Modasa(Tintoi),Modasa(Tintoi),Modasa(Tintoi),601315
Khamgaon,Address_line1316,Address_line_1317,Khamgaon,Khamgaon,Khamgaon,601316
Kuthuparambu,Address_line1317,Address_line_1318,Kuthuparambu,Kuthuparambu,Kuthuparambu,601317
Gharsana,Address_line1318,Address_line_1319,Gharsana,Gharsana,Gharsana,601318
Belacoba,Address_line1319,Address_line_1320,Belacoba,Belacoba,Belacoba,601319
Kesinga,Address_line1320,Address_line_1321,Kesinga,Kesinga,Kesinga,601320
Namhol(Bilaspur),Address_line1321,Address_line_1322,Namhol(Bilaspur),Namhol(Bilaspur),Namhol(Bilaspur),601321
Bijnaur,Address_line1322,Address_line_1323,Bijnaur,Bijnaur,Bijnaur,601322
Akhadabalapur,Address_line1323,Address_line_1324,Akhadabalapur,Akhadabalapur,Akhadabalapur,601323
Jawala-Bajar,Address_line1324,Address_line_1325,Jawala-Bajar,Jawala-Bajar,Jawala-Bajar,601324
Firozabad,Address_line1325,Address_line_1326,Firozabad,Firozabad,Firozabad,601325
Beed,Address_line1326,Address_line_1327,Beed,Beed,Beed,601326
Bhawani Mandi(Choumehla),Address_line1327,Address_line_1328,Bhawani Mandi(Choumehla),Bhawani Mandi(Choumehla),Bhawani Mandi(Choumehla),601327
Samana,Address_line1328,Address_line_1329,Samana,Samana,Samana,601328
Panipat,Address_line1329,Address_line_1330,Panipat,Panipat,Panipat,601329
Gaddiannaram,Address_line1330,Address_line_1331,Gaddiannaram,Gaddiannaram,Gaddiannaram,601330
Balugaon,Address_line1331,Address_line_1332,Balugaon,Balugaon,Balugaon,601331
Umreth,Address_line1332,Address_line_1333,Umreth,Umreth,Umreth,601332
Mathura,Address_line1333,Address_line_1334,Mathura,Mathura,Mathura,601333
Kekri,Address_line1334,Address_line_1335,Kekri,Kekri,Kekri,601334
Chandrapur(Ganjwad),Address_line1335,Address_line_1336,Chandrapur(Ganjwad),Chandrapur(Ganjwad),Chandrapur(Ganjwad),601335
Kannauj,Address_line1336,Address_line_1337,Kannauj,Kannauj,Kannauj,601336
Nasvadi(Thalkala),Address_line1337,Address_line_1338,Nasvadi(Thalkala),Nasvadi(Thalkala),Nasvadi(Thalkala),601337
Nanggaon,Address_line1338,Address_line_1339,Nanggaon,Nanggaon,Nanggaon,601338
Jamakhandi,Address_line1339,Address_line_1340,Jamakhandi,Jamakhandi,Jamakhandi,601339
Jorhat,Address_line1340,Address_line_1341,Jorhat,Jorhat,Jorhat,601340
Anandnagar,Address_line1341,Address_line_1342,Anandnagar,Anandnagar,Anandnagar,601341
Samsabad,Address_line1342,Address_line_1343,Samsabad,Samsabad,Samsabad,601342
Puwaha,Address_line1343,Address_line_1344,Puwaha,Puwaha,Puwaha,601343
Perinthalmanna,Address_line1344,Address_line_1345,Perinthalmanna,Perinthalmanna,Perinthalmanna,601344
Garbeta(Medinipur),Address_line1345,Address_line_1346,Garbeta(Medinipur),Garbeta(Medinipur),Garbeta(Medinipur),601345
Miryalaguda,Address_line1346,Address_line_1347,Miryalaguda,Miryalaguda,Miryalaguda,601346
Singroli,Address_line1347,Address_line_1348,Singroli,Singroli,Singroli,601347
Bhagwanpur(Naveen Mandi Sthal),Address_line1348,Address_line_1349,Bhagwanpur(Naveen Mandi Sthal),Bhagwanpur(Naveen Mandi Sthal),Bhagwanpur(Naveen Mandi Sthal),601348
Niwai,Address_line1349,Address_line_1350,Niwai,Niwai,Niwai,601349
Bijay Nagar,Address_line1350,Address_line_1351,Bijay Nagar,Bijay Nagar,Bijay Nagar,601350
Solan(Nalagarh),Address_line1351,Address_line_1352,Solan(Nalagarh),Solan(Nalagarh),Solan(Nalagarh),601351
Balarampur,Address_line1352,Address_line_1353,Balarampur,Balarampur,Balarampur,601352
Viswan,Address_line1353,Address_line_1354,Viswan,Viswan,Viswan,601353
Bamora,Address_line1354,Address_line_1355,Bamora,Bamora,Bamora,601354
Mihipurwa,Address_line1355,Address_line_1356,Mihipurwa,Mihipurwa,Mihipurwa,601355
Vasai,Address_line1356,Address_line_1357,Vasai,Vasai,Vasai,601356
Dehgam,Address_line1357,Address_line_1358,Dehgam,Dehgam,Dehgam,601357
Bhimadole,Address_line1358,Address_line_1359,Bhimadole,Bhimadole,Bhimadole,601358
Raichur,Address_line1359,Address_line_1360,Raichur,Raichur,Raichur,601359
Bapauli,Address_line1360,Address_line_1361,Bapauli,Bapauli,Bapauli,601360
Balodabazar,Address_line1361,Address_line_1362,Balodabazar,Balodabazar,Balodabazar,601361
Gadhwah,Address_line1362,Address_line_1363,Gadhwah,Gadhwah,Gadhwah,601362
A lot,Address_line1363,Address_line_1364,A lot,A lot,A lot,601363
Rajpura,Address_line1364,Address_line_1365,Rajpura,Rajpura,Rajpura,601364
Chatta Krushak Bazar,Address_line1365,Address_line_1366,Chatta Krushak Bazar,Chatta Krushak Bazar,Chatta Krushak Bazar,601365
Hasanpur,Address_line1366,Address_line_1367,Hasanpur,Hasanpur,Hasanpur,601366
Kanpur(Grain),Address_line1367,Address_line_1368,Kanpur(Grain),Kanpur(Grain),Kanpur(Grain),601367
Ahmednagar,Address_line1368,Address_line_1369,Ahmednagar,Ahmednagar,Ahmednagar,601368
Kopaganj,Address_line1369,Address_line_1370,Kopaganj,Kopaganj,Kopaganj,601369
Manglaur,Address_line1370,Address_line_1371,Manglaur,Manglaur,Manglaur,601370
Derol,Address_line1371,Address_line_1372,Derol,Derol,Derol,601371
Ajaygarh,Address_line1372,Address_line_1373,Ajaygarh,Ajaygarh,Ajaygarh,601372
Bodeli(Kalediya),Address_line1373,Address_line_1374,Bodeli(Kalediya),Bodeli(Kalediya),Bodeli(Kalediya),601373
Samrala,Address_line1374,Address_line_1375,Samrala,Samrala,Samrala,601374
Porbandar,Address_line1375,Address_line_1376,Porbandar,Porbandar,Porbandar,601375
Pune(Hadapsar),Address_line1376,Address_line_1377,Pune(Hadapsar),Pune(Hadapsar),Pune(Hadapsar),601376
Amritsar,Address_line1377,Address_line_1378,Amritsar,Amritsar,Amritsar,601377
Asandh,Address_line1378,Address_line_1379,Asandh,Asandh,Asandh,601378
Birbhum,Address_line1379,Address_line_1380,Birbhum,Birbhum,Birbhum,601379
Mehta,Address_line1380,Address_line_1381,Mehta,Mehta,Mehta,601380
Panna,Address_line1381,Address_line_1382,Panna,Panna,Panna,601381
Srirangapattana,Address_line1382,Address_line_1383,Srirangapattana,Srirangapattana,Srirangapattana,601382
Tilhar,Address_line1383,Address_line_1384,Tilhar,Tilhar,Tilhar,601383
Garhakota,Address_line1384,Address_line_1385,Garhakota,Garhakota,Garhakota,601384
Channapatana,Address_line1385,Address_line_1386,Channapatana,Channapatana,Channapatana,601385
Anuppur,Address_line1386,Address_line_1387,Anuppur,Anuppur,Anuppur,601386
Nagar,Address_line1387,Address_line_1388,Nagar,Nagar,Nagar,601387
Belur,Address_line1388,Address_line_1389,Belur,Belur,Belur,601388
Unhel,Address_line1389,Address_line_1390,Unhel,Unhel,Unhel,601389
Arjuni,Address_line1390,Address_line_1391,Arjuni,Arjuni,Arjuni,601390
Parappanangadi,Address_line1391,Address_line_1392,Parappanangadi,Parappanangadi,Parappanangadi,601391
Karanjia,Address_line1392,Address_line_1393,Karanjia,Karanjia,Karanjia,601392
Mundaragi,Address_line1393,Address_line_1394,Mundaragi,Mundaragi,Mundaragi,601393
Jodhpur(Grain)(Phalodi),Address_line1394,Address_line_1395,Jodhpur(Grain)(Phalodi),Jodhpur(Grain)(Phalodi),Jodhpur(Grain)(Phalodi),601394
Kishangarh Renwal,Address_line1395,Address_line_1396,Kishangarh Renwal,Kishangarh Renwal,Kishangarh Renwal,601395
Khariar Road,Address_line1396,Address_line_1397,Khariar Road,Khariar Road,Khariar Road,601396
Sirsaganj,Address_line1397,Address_line_1398,Sirsaganj,Sirsaganj,Sirsaganj,601397
Jind,Address_line1398,Address_line_1399,Jind,Jind,Jind,601398
Nagari,Address_line1399,Address_line_1400,Nagari,Nagari,Nagari,601399
Chura,Address_line1400,Address_line_1401,Chura,Chura,Chura,601400
Badarwas,Address_line1401,Address_line_1402,Badarwas,Badarwas,Badarwas,601401
Sanad,Address_line1402,Address_line_1403,Sanad,Sanad,Sanad,601402
Valpol,Address_line1403,Address_line_1404,Valpol,Valpol,Valpol,601403
Khilchipur,Address_line1404,Address_line_1405,Khilchipur,Khilchipur,Khilchipur,601404
Hamirpur,Address_line1405,Address_line_1406,Hamirpur,Hamirpur,Hamirpur,601405
Hassan,Address_line1406,Address_line_1407,Hassan,Hassan,Hassan,601406
Fazilka,Address_line1407,Address_line_1408,Fazilka,Fazilka,Fazilka,601407
Shamgarh,Address_line1408,Address_line_1409,Shamgarh,Shamgarh,Shamgarh,601408
Junnar(Alephata),Address_line1409,Address_line_1410,Junnar(Alephata),Junnar(Alephata),Junnar(Alephata),601409
Nalgonda,Address_line1410,Address_line_1411,Nalgonda,Nalgonda,Nalgonda,601410
Sikanderabad,Address_line1411,Address_line_1412,Sikanderabad,Sikanderabad,Sikanderabad,601411
Hardoi,Address_line1412,Address_line_1413,Hardoi,Hardoi,Hardoi,601412
Shimoga,Address_line1413,Address_line_1414,Shimoga,Shimoga,Shimoga,601413
Majalgaon,Address_line1414,Address_line_1415,Majalgaon,Majalgaon,Majalgaon,601414
Mandi(Mandi),Address_line1415,Address_line_1416,Mandi(Mandi),Mandi(Mandi),Mandi(Mandi),601415
Somvarpet,Address_line1416,Address_line_1417,Somvarpet,Somvarpet,Somvarpet,601416
Multai,Address_line1417,Address_line_1418,Multai,Multai,Multai,601417
Bahedi,Address_line1418,Address_line_1419,Bahedi,Bahedi,Bahedi,601418
Mansa(Manas Veg Yard),Address_line1419,Address_line_1420,Mansa(Manas Veg Yard),Mansa(Manas Veg Yard),Mansa(Manas Veg Yard),601419
Sanchor,Address_line1420,Address_line_1421,Sanchor,Sanchor,Sanchor,601420
Suvasra,Address_line1421,Address_line_1422,Suvasra,Suvasra,Suvasra,601421
Hansi,Address_line1422,Address_line_1423,Hansi,Hansi,Hansi,601422
Khambhat(Veg Yard Khambhat),Address_line1423,Address_line_1424,Khambhat(Veg Yard Khambhat),Khambhat(Veg Yard Khambhat),Khambhat(Veg Yard Khambhat),601423
Pratapgarh,Address_line1424,Address_line_1425,Pratapgarh,Pratapgarh,Pratapgarh,601424
Lakshar,Address_line1425,Address_line_1426,Lakshar,Lakshar,Lakshar,601425
Umarked(Danki),Address_line1426,Address_line_1427,Umarked(Danki),Umarked(Danki),Umarked(Danki),601426
Nanuta,Address_line1427,Address_line_1428,Nanuta,Nanuta,Nanuta,601427
Tanda Urmur,Address_line1428,Address_line_1429,Tanda Urmur,Tanda Urmur,Tanda Urmur,601428
Alirajpur(F&V),Address_line1429,Address_line_1430,Alirajpur(F&V),Alirajpur(F&V),Alirajpur(F&V),601429
Visoli,Address_line1430,Address_line_1431,Visoli,Visoli,Visoli,601430
Mehar,Address_line1431,Address_line_1432,Mehar,Mehar,Mehar,601431
Jahanabad,Address_line1432,Address_line_1433,Jahanabad,Jahanabad,Jahanabad,601432
Bareta,Address_line1433,Address_line_1434,Bareta,Bareta,Bareta,601433
Hindol,Address_line1434,Address_line_1435,Hindol,Hindol,Hindol,601434
Parshiwani,Address_line1435,Address_line_1436,Parshiwani,Parshiwani,Parshiwani,601435
Boudh,Address_line1436,Address_line_1437,Boudh,Boudh,Boudh,601436
Lunkaransar,Address_line1437,Address_line_1438,Lunkaransar,Lunkaransar,Lunkaransar,601437
Dehgam(Rekhiyal),Address_line1438,Address_line_1439,Dehgam(Rekhiyal),Dehgam(Rekhiyal),Dehgam(Rekhiyal),601438
Dindori,Address_line1439,Address_line_1440,Dindori,Dindori,Dindori,601439
Bassi Pathana,Address_line1440,Address_line_1441,Bassi Pathana,Bassi Pathana,Bassi Pathana,601440
Achalda,Address_line1441,Address_line_1442,Achalda,Achalda,Achalda,601441
Amarawati,Address_line1442,Address_line_1443,Amarawati,Amarawati,Amarawati,601442
Banapura,Address_line1443,Address_line_1444,Banapura,Banapura,Banapura,601443
Karanja,Address_line1444,Address_line_1445,Karanja,Karanja,Karanja,601444
Mukerian,Address_line1445,Address_line_1446,Mukerian,Mukerian,Mukerian,601445
Jamanian,Address_line1446,Address_line_1447,Jamanian,Jamanian,Jamanian,601446
Kishan Renwal(Sambhar),Address_line1447,Address_line_1448,Kishan Renwal(Sambhar),Kishan Renwal(Sambhar),Kishan Renwal(Sambhar),601447
Valsad,Address_line1448,Address_line_1449,Valsad,Valsad,Valsad,601448
Karvi,Address_line1449,Address_line_1450,Karvi,Karvi,Karvi,601449
Mangalore,Address_line1450,Address_line_1451,Mangalore,Mangalore,Mangalore,601450
Sendhwa,Address_line1451,Address_line_1452,Sendhwa,Sendhwa,Sendhwa,601451
Kudchi,Address_line1452,Address_line_1453,Kudchi,Kudchi,Kudchi,601452
Aligarh,Address_line1453,Address_line_1454,Aligarh,Aligarh,Aligarh,601453
Thirurrangadi,Address_line1454,Address_line_1455,Thirurrangadi,Thirurrangadi,Thirurrangadi,601454
Gopa,Address_line1455,Address_line_1456,Gopa,Gopa,Gopa,601455
Ghatal,Address_line1456,Address_line_1457,Ghatal,Ghatal,Ghatal,601456
Jarar,Address_line1457,Address_line_1458,Jarar,Jarar,Jarar,601457
Tarantaran,Address_line1458,Address_line_1459,Tarantaran,Tarantaran,Tarantaran,601458
Charla,Address_line1459,Address_line_1460,Charla,Charla,Charla,601459
Tanakpur,Address_line1460,Address_line_1461,Tanakpur,Tanakpur,Tanakpur,601460
Kuruppanthura,Address_line1461,Address_line_1462,Kuruppanthura,Kuruppanthura,Kuruppanthura,601461
Krishnagiri,Address_line1462,Address_line_1463,Krishnagiri,Krishnagiri,Krishnagiri,601462
Gazipur,Address_line1463,Address_line_1464,Gazipur,Gazipur,Gazipur,601463
Wardha,Address_line1464,Address_line_1465,Wardha,Wardha,Wardha,601464
Gautampura,Address_line1465,Address_line_1466,Gautampura,Gautampura,Gautampura,601465
Tarana,Address_line1466,Address_line_1467,Tarana,Tarana,Tarana,601466
Pali,Address_line1467,Address_line_1468,Pali,Pali,Pali,601467
Rajpur,Address_line1468,Address_line_1469,Rajpur,Rajpur,Rajpur,601468
Enkoor,Address_line1469,Address_line_1470,Enkoor,Enkoor,Enkoor,601469
Honnavar,Address_line1470,Address_line_1471,Honnavar,Honnavar,Honnavar,601470
Gonda,Address_line1471,Address_line_1472,Gonda,Gonda,Gonda,601471
Umared,Address_line1472,Address_line_1473,Umared,Umared,Umared,601472
Panchkul(Kalka),Address_line1473,Address_line_1474,Panchkul(Kalka),Panchkul(Kalka),Panchkul(Kalka),601473
Azamgarh,Address_line1474,Address_line_1475,Azamgarh,Azamgarh,Azamgarh,601474
Khedbrahma,Address_line1475,Address_line_1476,Khedbrahma,Khedbrahma,Khedbrahma,601475
Chintamani,Address_line1476,Address_line_1477,Chintamani,Chintamani,Chintamani,601476
Elevancheri,Address_line1477,Address_line_1478,Elevancheri,Elevancheri,Elevancheri,601477
Aranthangi,Address_line1478,Address_line_1479,Aranthangi,Aranthangi,Aranthangi,601478
Guskara(Burdwan),Address_line1479,Address_line_1480,Guskara(Burdwan),Guskara(Burdwan),Guskara(Burdwan),601479
Deesa,Address_line1480,Address_line_1481,Deesa,Deesa,Deesa,601480
Bhokardan(Pimpalgaon Renu),Address_line1481,Address_line_1482,Bhokardan(Pimpalgaon Renu),Bhokardan(Pimpalgaon Renu),Bhokardan(Pimpalgaon Renu),601481
Dhone,Address_line1482,Address_line_1483,Dhone,Dhone,Dhone,601482
Thiruppur,Address_line1483,Address_line_1484,Thiruppur,Thiruppur,Thiruppur,601483
Udaipur(F&V),Address_line1484,Address_line_1485,Udaipur(F&V),Udaipur(F&V),Udaipur(F&V),601484
Badnagar,Address_line1485,Address_line_1486,Badnagar,Badnagar,Badnagar,601485
Narwal Jammu (F&V),Address_line1486,Address_line_1487,Narwal Jammu (F&V),Narwal Jammu (F&V),Narwal Jammu (F&V),601486
Aroor,Address_line1487,Address_line_1488,Aroor,Aroor,Aroor,601487
Jalgaon Jamod(Aasalgaon),Address_line1488,Address_line_1489,Jalgaon Jamod(Aasalgaon),Jalgaon Jamod(Aasalgaon),Jalgaon Jamod(Aasalgaon),601488
Udala,Address_line1489,Address_line_1490,Udala,Udala,Udala,601489
Malout,Address_line1490,Address_line_1491,Malout,Malout,Malout,601490
Bhinmal,Address_line1491,Address_line_1492,Bhinmal,Bhinmal,Bhinmal,601491
Davgadbaria(Piplod),Address_line1492,Address_line_1493,Davgadbaria(Piplod),Davgadbaria(Piplod),Davgadbaria(Piplod),601492
Ibrahimputnam,Address_line1493,Address_line_1494,Ibrahimputnam,Ibrahimputnam,Ibrahimputnam,601493
H.B. Halli,Address_line1494,Address_line_1495,H.B. Halli,H.B. Halli,H.B. Halli,601494
Ramaganj Mandi,Address_line1495,Address_line_1496,Ramaganj Mandi,Ramaganj Mandi,Ramaganj Mandi,601495
Chopada,Address_line1496,Address_line_1497,Chopada,Chopada,Chopada,601496
Piplya,Address_line1497,Address_line_1498,Piplya,Piplya,Piplya,601497
Shimla,Address_line1498,Address_line_1499,Shimla,Shimla,Shimla,601498
Attabira,Address_line1499,Address_line_1500,Attabira,Attabira,Attabira,601499
Lahar,Address_line1500,Address_line_1501,Lahar,Lahar,Lahar,601500
Vagodiya,Address_line1501,Address_line_1502,Vagodiya,Vagodiya,Vagodiya,601501
Aklera,Address_line1502,Address_line_1503,Aklera,Aklera,Aklera,601502
Kanjangadu,Address_line1503,Address_line_1504,Kanjangadu,Kanjangadu,Kanjangadu,601503
Mainpuri,Address_line1504,Address_line_1505,Mainpuri,Mainpuri,Mainpuri,601504
Raigarh,Address_line1505,Address_line_1506,Raigarh,Raigarh,Raigarh,601505
Kovvur,Address_line1506,Address_line_1507,Kovvur,Kovvur,Kovvur,601506
Lakhanpuri,Address_line1507,Address_line_1508,Lakhanpuri,Lakhanpuri,Lakhanpuri,601507
Umarkhed,Address_line1508,Address_line_1509,Umarkhed,Umarkhed,Umarkhed,601508
Rahuri(Vambori),Address_line1509,Address_line_1510,Rahuri(Vambori),Rahuri(Vambori),Rahuri(Vambori),601509
Daloda,Address_line1510,Address_line_1511,Daloda,Daloda,Daloda,601510
Derol(Vejalpur),Address_line1511,Address_line_1512,Derol(Vejalpur),Derol(Vejalpur),Derol(Vejalpur),601511
Rahatgarh,Address_line1512,Address_line_1513,Rahatgarh,Rahatgarh,Rahatgarh,601512
Jamshedpur,Address_line1513,Address_line_1514,Jamshedpur,Jamshedpur,Jamshedpur,601513
Khandwa(F&V),Address_line1514,Address_line_1515,Khandwa(F&V),Khandwa(F&V),Khandwa(F&V),601514
Talod,Address_line1515,Address_line_1516,Talod,Talod,Talod,601515
Kamakhyanagar,Address_line1516,Address_line_1517,Kamakhyanagar,Kamakhyanagar,Kamakhyanagar,601516
Jaitaran,Address_line1517,Address_line_1518,Jaitaran,Jaitaran,Jaitaran,601517
Raman,Address_line1518,Address_line_1519,Raman,Raman,Raman,601518
Vansda(Limzar),Address_line1519,Address_line_1520,Vansda(Limzar),Vansda(Limzar),Vansda(Limzar),601519
Kadaura,Address_line1520,Address_line_1521,Kadaura,Kadaura,Kadaura,601520
Tikamgarh,Address_line1521,Address_line_1522,Tikamgarh,Tikamgarh,Tikamgarh,601521
Mandsaur,Address_line1522,Address_line_1523,Mandsaur,Mandsaur,Mandsaur,601522
Sargipali,Address_line1523,Address_line_1524,Sargipali,Sargipali,Sargipali,601523
Palanpur,Address_line1524,Address_line_1525,Palanpur,Palanpur,Palanpur,601524
Balotra,Address_line1525,Address_line_1526,Balotra,Balotra,Balotra,601525
Malegaon(Umarane),Address_line1526,Address_line_1527,Malegaon(Umarane),Malegaon(Umarane),Malegaon(Umarane),601526
Vadodara,Address_line1527,Address_line_1528,Vadodara,Vadodara,Vadodara,601527
Rajgarh,Address_line1528,Address_line_1529,Rajgarh,Rajgarh,Rajgarh,601528
Chickkaballapura,Address_line1529,Address_line_1530,Chickkaballapura,Chickkaballapura,Chickkaballapura,601529
Baghapurana,Address_line1530,Address_line_1531,Baghapurana,Baghapurana,Baghapurana,601530
Anoopgarh,Address_line1531,Address_line_1532,Anoopgarh,Anoopgarh,Anoopgarh,601531
Segaon,Address_line1532,Address_line_1533,Segaon,Segaon,Segaon,601532
Utraula,Address_line1533,Address_line_1534,Utraula,Utraula,Utraula,601533
Malegaon,Address_line1534,Address_line_1535,Malegaon,Malegaon,Malegaon,601534
Hargaon (Laharpur),Address_line1535,Address_line_1536,Hargaon (Laharpur),Hargaon (Laharpur),Hargaon (Laharpur),601535
Gokak,Address_line1536,Address_line_1537,Gokak,Gokak,Gokak,601536
Alwar(FV),Address_line1537,Address_line_1538,Alwar(FV),Alwar(FV),Alwar(FV),601537
Pattamundai,Address_line1538,Address_line_1539,Pattamundai,Pattamundai,Pattamundai,601538
Pala,Address_line1539,Address_line_1540,Pala,Pala,Pala,601539
Chirgaon,Address_line1540,Address_line_1541,Chirgaon,Chirgaon,Chirgaon,601540
Kesarisinghpur,Address_line1541,Address_line_1542,Kesarisinghpur,Kesarisinghpur,Kesarisinghpur,601541
Thasara,Address_line1542,Address_line_1543,Thasara,Thasara,Thasara,601542
Pune(Khadiki),Address_line1543,Address_line_1544,Pune(Khadiki),Pune(Khadiki),Pune(Khadiki),601543
Holenarsipura,Address_line1544,Address_line_1545,Holenarsipura,Holenarsipura,Holenarsipura,601544
Muradnagar,Address_line1545,Address_line_1546,Muradnagar,Muradnagar,Muradnagar,601545
Shahpura(Jabalpur),Address_line1546,Address_line_1547,Shahpura(Jabalpur),Shahpura(Jabalpur),Shahpura(Jabalpur),601546
Charama,Address_line1547,Address_line_1548,Charama,Charama,Charama,601547
Durg,Address_line1548,Address_line_1549,Durg,Durg,Durg,601548
Ratlam(F&V),Address_line1549,Address_line_1550,Ratlam(F&V),Ratlam(F&V),Ratlam(F&V),601549
Goniana,Address_line1550,Address_line_1551,Goniana,Goniana,Goniana,601550
Mehmoodabad,Address_line1551,Address_line_1552,Mehmoodabad,Mehmoodabad,Mehmoodabad,601551
